session,participant,period,menu,displayed_first,choice
20210630_1000,3zofwepw,22,18,p,q
20210630_1000,72xz8gcz,22,24,p,p
20210630_1000,rzzn1i8f,22,14,q,q
20210630_1000,00g32yc1,22,18,q,p
20210630_1000,6u6fnn44,22,5,q,q
20210630_1000,qnd60n7v,22,15,p,q
20210630_1000,n0cakvnn,22,3,p,q
20210630_1000,eay5gfc3,22,17,p,p
20210630_1000,wtxzvb4e,22,3,q,q
20210630_1000,ua20fd02,22,25,q,p
20210630_1000,fqh1ix42,22,13,p,q
20210630_1000,8hdqutwb,23,23,p,q
20210630_1000,3zofwepw,23,10,p,q
20210630_1000,72xz8gcz,23,18,p,p
20210630_1000,rzzn1i8f,23,15,p,q
20210630_1000,00g32yc1,23,11,p,q
20210630_1000,6u6fnn44,23,25,p,p
20210630_1000,qnd60n7v,23,17,p,p
20210630_1000,n0cakvnn,23,2,q,q
20210630_1000,eay5gfc3,23,20,q,p
20210630_1000,wtxzvb4e,23,9,p,q
20210630_1000,ua20fd02,23,18,q,q
20210630_1000,fqh1ix42,23,20,p,p
20210630_1000,8hdqutwb,24,15,p,q
20210630_1000,3zofwepw,24,19,p,p
20210630_1000,72xz8gcz,24,23,q,p
20210630_1000,rzzn1i8f,24,7,q,q
20210630_1000,00g32yc1,24,3,p,q
20210630_1000,6u6fnn44,24,22,p,q
20210630_1000,qnd60n7v,24,11,p,q
20210630_1000,n0cakvnn,24,6,p,q
20210630_1000,eay5gfc3,24,12,q,q
20210630_1000,wtxzvb4e,24,24,p,p
20210630_1000,ua20fd02,24,21,q,q
20210630_1000,fqh1ix42,24,4,p,q
20210630_1000,8hdqutwb,25,1,q,q
20210630_1000,3zofwepw,25,25,q,q
20210630_1000,72xz8gcz,25,2,q,p
20210630_1000,rzzn1i8f,25,24,q,q
20210630_1000,00g32yc1,25,4,q,p
20210630_1000,6u6fnn44,25,3,p,q
20210630_1000,qnd60n7v,25,19,q,p
20210630_1000,n0cakvnn,25,20,p,p
20210630_1000,eay5gfc3,25,18,p,q
20210630_1000,wtxzvb4e,25,19,q,q
20210630_1000,ua20fd02,25,3,p,q
20210630_1000,fqh1ix42,25,11,p,q
20210630_1130,j7dkgory,1,12,p,p
20210630_1130,i5jvwq5q,1,11,q,q
20210630_1130,5r9gjqy4,1,16,q,p
20210630_1130,e7ap89iz,1,17,q,q
20210630_1130,7femyonk,1,4,q,q
20210630_1130,co1khwiy,1,12,q,q
20210630_1130,su7mxpj7,1,16,q,q
20210630_1130,j7dkgory,2,9,q,q
20210630_1130,i5jvwq5q,2,6,p,q
20210630_1130,5r9gjqy4,2,9,p,q
20210630_1130,e7ap89iz,2,1,p,q
20210630_1130,7femyonk,2,10,p,q
20210630_1130,co1khwiy,2,24,q,p
20210630_1130,su7mxpj7,2,21,q,q
20210630_1130,j7dkgory,3,1,p,q
20210630_1130,i5jvwq5q,3,5,q,q
20210630_1130,5r9gjqy4,3,23,p,p
20210630_1130,e7ap89iz,3,8,p,q
20210630_1130,7femyonk,3,16,q,p
20210630_1130,co1khwiy,3,13,q,q
20210630_1130,su7mxpj7,3,14,q,q
20210630_1130,j7dkgory,4,14,q,p
20210630_1130,i5jvwq5q,4,13,q,q
20210630_1130,5r9gjqy4,4,6,p,q
20210630_1130,e7ap89iz,4,9,q,q
20210630_1130,7femyonk,4,17,q,q
20210630_1130,co1khwiy,4,18,p,q
20210630_1130,su7mxpj7,4,7,p,q
20210630_1130,j7dkgory,5,6,q,q
20210630_1130,i5jvwq5q,5,7,p,q
20210630_1130,5r9gjqy4,5,19,p,p
20210630_1130,e7ap89iz,5,2,q,q
20210630_1130,7femyonk,5,13,q,p
20210630_1130,co1khwiy,5,25,q,q
20210630_1130,su7mxpj7,5,4,q,q
20210630_1130,j7dkgory,6,15,p,p
20210630_1130,i5jvwq5q,6,20,p,p
20210630_1130,5r9gjqy4,6,21,q,q
20210630_1130,e7ap89iz,6,14,p,q
20210630_1130,7femyonk,6,9,q,p
20210630_1130,co1khwiy,6,22,q,q
20210630_1130,su7mxpj7,6,12,q,p
20210630_1130,j7dkgory,7,13,p,q
20210630_1130,i5jvwq5q,7,1,q,q
20210630_1130,5r9gjqy4,7,1,p,q
20210630_1130,e7ap89iz,7,20,q,p
20210630_1130,7femyonk,7,14,p,q
20210630_1130,co1khwiy,7,6,p,q
20210630_1130,su7mxpj7,7,10,p,q
20210630_1130,j7dkgory,8,20,q,p
20210630_1130,i5jvwq5q,8,12,p,q
20210630_1130,5r9gjqy4,8,13,q,q
20210630_1130,e7ap89iz,8,6,p,q
20210630_1130,7femyonk,8,24,p,p
20210630_1130,co1khwiy,8,3,q,q
20210630_1130,su7mxpj7,8,24,q,p
20210630_1130,j7dkgory,9,17,q,p
20210630_1130,i5jvwq5q,9,9,p,q
20210630_1130,5r9gjqy4,9,2,p,q
20210630_1130,e7ap89iz,9,15,p,q
20210630_1130,7femyonk,9,23,q,q
20210630_1130,co1khwiy,9,21,q,q
20210630_1130,su7mxpj7,9,19,q,p
20210630_1130,j7dkgory,10,24,p,q
20210630_1130,i5jvwq5q,10,14,p,q
20210630_1130,5r9gjqy4,10,18,q,q
20210630_1130,e7ap89iz,10,16,p,p
20210630_1130,7femyonk,10,1,p,p
20210630_1130,co1khwiy,10,16,p,q
20210630_1130,su7mxpj7,10,9,p,p
20210630_1130,j7dkgory,11,3,q,q
20210630_1130,i5jvwq5q,11,17,p,p
20210630_1130,5r9gjqy4,11,4,q,p
20210630_1130,e7ap89iz,11,5,p,q
20210630_1130,7femyonk,11,18,p,q
20210630_1130,co1khwiy,11,1,q,q
20210630_1130,su7mxpj7,11,13,q,p
20210630_1130,j7dkgory,12,2,p,q
20210630_1130,i5jvwq5q,12,10,p,q
20210630_1130,5r9gjqy4,12,5,p,q
20210630_1130,e7ap89iz,12,13,q,q
20210630_1130,7femyonk,12,12,p,q
20210630_1130,co1khwiy,12,8,q,q
20210630_1130,su7mxpj7,12,15,p,p
20210630_1130,j7dkgory,13,8,p,q
20210630_1130,i5jvwq5q,13,4,q,p
20210630_1130,5r9gjqy4,13,20,q,p
20210630_1130,e7ap89iz,13,12,q,q
20210630_1130,7femyonk,13,2,q,q
20210630_1130,co1khwiy,13,9,p,q
20210630_1130,su7mxpj7,13,23,p,q
20210630_1130,j7dkgory,14,11,p,q
20210630_1130,i5jvwq5q,14,25,q,q
20210630_1130,5r9gjqy4,14,11,q,p
20210630_1130,e7ap89iz,14,7,p,q
20210630_1130,7femyonk,14,7,p,p
20210630_1130,co1khwiy,14,14,p,q
20210630_1130,su7mxpj7,14,1,q,q
20210630_1130,j7dkgory,15,5,p,p
20210630_1130,i5jvwq5q,15,3,q,q
20210630_1130,5r9gjqy4,15,22,q,q
20210630_1130,e7ap89iz,15,10,p,q
20210630_1130,7femyonk,15,8,p,p
20210630_1130,co1khwiy,15,10,p,q
20210630_1130,su7mxpj7,15,11,q,q
20210630_1130,j7dkgory,16,7,p,q
20210630_1130,i5jvwq5q,16,8,p,q
20210630_1130,5r9gjqy4,16,17,p,p
20210630_1130,e7ap89iz,16,23,q,p
20210630_1130,7femyonk,16,19,q,p
20210630_1130,co1khwiy,16,23,q,q
20210630_1130,su7mxpj7,16,5,q,q
20210630_1130,j7dkgory,17,22,p,q
20210630_1130,i5jvwq5q,17,21,p,q
20210630_1130,5r9gjqy4,17,8,q,q
20210630_1130,e7ap89iz,17,21,q,q
20210630_1130,7femyonk,17,20,q,p
20210630_1130,co1khwiy,17,7,p,q
20210630_1130,su7mxpj7,17,8,p,q
20210630_1130,j7dkgory,18,21,q,q
20210630_1130,i5jvwq5q,18,19,p,p
20210630_1130,5r9gjqy4,18,12,q,q
20210630_1130,e7ap89iz,18,24,q,q
20210630_1130,7femyonk,18,6,q,q
20210630_1130,co1khwiy,18,20,q,p
20210630_1130,su7mxpj7,18,22,p,q
20210630_1130,j7dkgory,19,16,q,q
20210630_1130,i5jvwq5q,19,22,p,q
20210630_1130,5r9gjqy4,19,25,p,q
20210630_1130,e7ap89iz,19,19,p,p
20210630_1130,7femyonk,19,11,q,q
20210630_1130,co1khwiy,19,5,q,q
20210630_1130,su7mxpj7,19,17,q,q
20210630_1130,j7dkgory,20,23,q,p
20210630_1130,i5jvwq5q,20,15,p,q
20210630_1130,5r9gjqy4,20,10,p,q
20210630_1130,e7ap89iz,20,22,q,q
20210630_1130,7femyonk,20,15,p,p
20210630_1130,co1khwiy,20,4,p,q
20210630_1130,su7mxpj7,20,18,p,q
20210630_1130,j7dkgory,21,4,p,q
20210630_1130,i5jvwq5q,21,16,q,p
20210630_1130,5r9gjqy4,21,3,q,q
20210630_1130,e7ap89iz,21,25,q,q
20210630_1130,7femyonk,21,21,q,p
20210630_1130,co1khwiy,21,2,p,q
20210630_1130,su7mxpj7,21,25,p,q
20210630_1130,j7dkgory,22,18,p,p
20210630_1130,i5jvwq5q,22,24,p,p
20210630_1130,5r9gjqy4,22,14,q,q
20210630_1130,e7ap89iz,22,18,q,p
20210630_1130,7femyonk,22,5,q,p
20210630_1130,co1khwiy,22,15,p,q
20210630_1130,su7mxpj7,22,3,p,q
20210630_1130,j7dkgory,23,10,p,q
20210630_1130,i5jvwq5q,23,18,p,p
20210630_1130,5r9gjqy4,23,15,p,q
20210630_1130,e7ap89iz,23,11,p,q
20210630_1130,7femyonk,23,25,p,p
20210630_1130,co1khwiy,23,17,p,q
20210630_1130,su7mxpj7,23,2,q,q
20210630_1130,j7dkgory,24,19,p,p
20210630_1130,i5jvwq5q,24,23,q,q
20210630_1130,5r9gjqy4,24,7,q,q
20210630_1130,e7ap89iz,24,3,p,q
20210630_1130,7femyonk,24,22,p,q
20210630_1130,co1khwiy,24,11,p,q
20210630_1130,su7mxpj7,24,6,p,q
20210630_1130,j7dkgory,25,25,q,q
20210630_1130,i5jvwq5q,25,2,q,q
20210630_1130,5r9gjqy4,25,24,q,p
20210630_1130,e7ap89iz,25,4,q,p
20210630_1130,7femyonk,25,3,p,q
20210630_1130,co1khwiy,25,19,q,p
20210630_1130,su7mxpj7,25,20,p,p
20210630_1300,adz16f2y,1,17,p,p
20210630_1300,haf3qpec,1,6,q,p
20210630_1300,tg70dmp8,1,22,p,q
20210630_1300,3d9mvdzz,1,12,p,q
20210630_1300,ot5na0b9,1,11,q,q
20210630_1300,zxg75c8y,1,16,q,p
20210630_1300,xieg68g9,1,17,q,p
20210630_1300,adz16f2y,2,15,p,q
20210630_1300,haf3qpec,2,1,p,q
20210630_1300,tg70dmp8,2,20,p,p
20210630_1300,3d9mvdzz,2,9,q,p
20210630_1300,ot5na0b9,2,6,p,q
20210630_1300,zxg75c8y,2,9,p,p
20210630_1300,xieg68g9,2,1,p,p
20210630_1300,adz16f2y,3,11,p,q
20210630_1300,haf3qpec,3,16,p,q
20210630_1300,tg70dmp8,3,8,p,p
20210630_1300,3d9mvdzz,3,1,p,q
20210630_1300,ot5na0b9,3,5,q,q
20210630_1300,zxg75c8y,3,23,p,p
20210630_1300,xieg68g9,3,8,p,p
20210630_1300,adz16f2y,4,3,p,q
20210630_1300,haf3qpec,4,3,p,q
20210630_1300,tg70dmp8,4,18,p,p
20210630_1300,3d9mvdzz,4,14,q,q
20210630_1300,ot5na0b9,4,13,q,p
20210630_1300,zxg75c8y,4,6,p,q
20210630_1300,xieg68g9,4,9,q,p
20210630_1300,adz16f2y,5,4,q,q
20210630_1300,haf3qpec,5,17,q,p
20210630_1300,tg70dmp8,5,3,p,q
20210630_1300,3d9mvdzz,5,6,q,q
20210630_1300,ot5na0b9,5,7,p,p
20210630_1300,zxg75c8y,5,19,p,p
20210630_1300,xieg68g9,5,2,q,p
20210630_1300,adz16f2y,6,2,q,q
20210630_1300,haf3qpec,6,23,q,p
20210630_1300,tg70dmp8,6,14,p,p
20210630_1300,3d9mvdzz,6,15,p,q
20210630_1300,ot5na0b9,6,20,p,p
20210630_1300,zxg75c8y,6,21,q,q
20210630_1300,xieg68g9,6,14,p,q
20210630_1300,adz16f2y,7,5,q,q
20210630_1300,haf3qpec,7,25,q,q
20210630_1300,tg70dmp8,7,24,p,p
20210630_1300,3d9mvdzz,7,13,p,q
20210630_1300,ot5na0b9,7,1,q,p
20210630_1300,zxg75c8y,7,1,p,p
20210630_1300,xieg68g9,7,20,q,p
20210630_1300,adz16f2y,8,21,q,q
20210630_1300,haf3qpec,8,21,q,p
20210630_1300,tg70dmp8,8,19,q,p
20210630_1300,3d9mvdzz,8,20,q,p
20210630_1300,ot5na0b9,8,12,p,q
20210630_1300,zxg75c8y,8,13,q,p
20210630_1300,xieg68g9,8,6,p,q
20210630_1300,adz16f2y,9,12,q,q
20210630_1300,haf3qpec,9,8,q,p
20210630_1300,tg70dmp8,9,6,p,p
20210630_1300,3d9mvdzz,9,17,q,q
20210630_1300,ot5na0b9,9,9,p,q
20210630_1300,zxg75c8y,9,2,p,q
20210630_1300,xieg68g9,9,15,p,p
20210630_1300,adz16f2y,10,1,q,q
20210630_1300,haf3qpec,10,7,p,q
20210630_1300,tg70dmp8,10,5,p,p
20210630_1300,3d9mvdzz,10,24,p,q
20210630_1300,ot5na0b9,10,14,p,p
20210630_1300,zxg75c8y,10,18,q,p
20210630_1300,xieg68g9,10,16,p,q
20210630_1300,adz16f2y,11,9,q,q
20210630_1300,haf3qpec,11,5,q,q
20210630_1300,tg70dmp8,11,7,q,p
20210630_1300,3d9mvdzz,11,3,q,q
20210630_1300,ot5na0b9,11,17,p,q
20210630_1300,zxg75c8y,11,4,q,p
20210630_1300,xieg68g9,11,5,p,p
20210630_1300,adz16f2y,12,13,p,p
20210630_1300,haf3qpec,12,2,p,q
20210630_1300,tg70dmp8,12,25,p,p
20210630_1300,3d9mvdzz,12,2,p,q
20210630_1300,ot5na0b9,12,10,p,q
20210630_1300,zxg75c8y,12,5,p,p
20210630_1300,xieg68g9,12,13,q,q
20210630_1300,adz16f2y,13,6,p,q
20210630_1300,haf3qpec,13,24,p,p
20210630_1300,tg70dmp8,13,12,p,q
20210630_1300,3d9mvdzz,13,8,p,q
20210630_1300,ot5na0b9,13,4,q,p
20210630_1300,zxg75c8y,13,20,q,q
20210630_1300,xieg68g9,13,12,q,q
20210630_1300,adz16f2y,14,19,p,p
20210630_1300,haf3qpec,14,4,q,p
20210630_1300,tg70dmp8,14,4,p,q
20210630_1300,3d9mvdzz,14,11,p,q
20210630_1300,ot5na0b9,14,25,q,q
20210630_1300,zxg75c8y,14,11,q,q
20210630_1300,xieg68g9,14,7,p,q
20210630_1300,adz16f2y,15,18,q,p
20210630_1300,haf3qpec,15,12,p,p
20210630_1300,tg70dmp8,15,2,q,q
20210630_1300,3d9mvdzz,15,5,p,q
20210630_1300,ot5na0b9,15,3,q,q
20210630_1300,zxg75c8y,15,22,q,q
20210630_1300,xieg68g9,15,10,p,q
20210630_1300,adz16f2y,16,8,q,q
20210630_1300,haf3qpec,16,10,q,p
20210630_1300,tg70dmp8,16,9,p,p
20210630_1300,3d9mvdzz,16,7,p,q
20210630_1300,ot5na0b9,16,8,p,p
20210630_1300,zxg75c8y,16,17,p,p
20210630_1300,xieg68g9,16,23,q,p
20210630_1300,adz16f2y,17,22,q,q
20210630_1300,haf3qpec,17,14,q,p
20210630_1300,tg70dmp8,17,10,p,q
20210630_1300,3d9mvdzz,17,22,p,q
20210630_1300,ot5na0b9,17,21,p,q
20210630_1300,zxg75c8y,17,8,q,q
20210630_1300,xieg68g9,17,21,q,q
20210630_1300,adz16f2y,18,16,q,p
20210630_1300,haf3qpec,18,18,p,p
20210630_1300,tg70dmp8,18,17,p,p
20210630_1300,3d9mvdzz,18,21,q,q
20210630_1300,ot5na0b9,18,19,p,p
20210630_1300,zxg75c8y,18,12,q,p
20210630_1300,xieg68g9,18,24,q,p
20210630_1300,adz16f2y,19,20,p,p
20210630_1300,haf3qpec,19,9,p,q
20210630_1300,tg70dmp8,19,21,q,q
20210630_1300,3d9mvdzz,19,16,q,q
20210630_1300,ot5na0b9,19,22,p,q
20210630_1300,zxg75c8y,19,25,p,p
20210630_1300,xieg68g9,19,19,p,p
20210630_1300,adz16f2y,20,7,p,q
20210630_1300,haf3qpec,20,15,q,p
20210630_1300,tg70dmp8,20,16,p,q
20210630_1300,3d9mvdzz,20,23,q,q
20210630_1300,ot5na0b9,20,15,p,p
20210630_1300,zxg75c8y,20,10,p,q
20210630_1300,xieg68g9,20,22,q,q
20210630_1300,adz16f2y,21,10,q,q
20210630_1300,haf3qpec,21,13,q,p
20210630_1300,tg70dmp8,21,11,q,q
20210630_1300,3d9mvdzz,21,4,p,q
20210630_1300,ot5na0b9,21,16,q,q
20210630_1300,zxg75c8y,21,3,q,q
20210630_1300,xieg68g9,21,25,q,p
20210630_1300,adz16f2y,22,14,p,q
20210630_1300,haf3qpec,22,22,q,q
20210630_1300,tg70dmp8,22,13,q,q
20210630_1300,3d9mvdzz,22,18,p,q
20210630_1300,ot5na0b9,22,24,p,q
20210630_1300,zxg75c8y,22,14,q,p
20210630_1300,xieg68g9,22,18,q,q
20210630_1300,adz16f2y,23,23,p,q
20210630_1300,haf3qpec,23,20,q,p
20210630_1300,tg70dmp8,23,23,p,q
20210630_1300,3d9mvdzz,23,10,p,q
20210630_1300,ot5na0b9,23,18,p,q
20210630_1300,zxg75c8y,23,15,p,q
20210630_1300,xieg68g9,23,11,p,p
20210630_1300,adz16f2y,24,24,q,p
20210630_1300,haf3qpec,24,19,p,p
20210630_1300,tg70dmp8,24,15,p,q
20210630_1300,3d9mvdzz,24,19,p,p
20210630_1300,ot5na0b9,24,23,q,q
20210630_1300,zxg75c8y,24,7,q,p
20210630_1300,xieg68g9,24,3,p,q
20210630_1300,adz16f2y,25,25,q,q
20210630_1300,haf3qpec,25,11,p,q
20210630_1300,tg70dmp8,25,1,q,p
20210630_1300,3d9mvdzz,25,25,q,q
20210630_1300,ot5na0b9,25,2,q,q
20210630_1300,zxg75c8y,25,24,q,p
20210630_1300,xieg68g9,25,4,q,q
20210630_1430,b0370bjl,1,22,p,q
20210630_1430,sjgtn9qk,1,12,p,q
20210630_1430,fxky1ye6,1,11,q,q
20210630_1430,hokl19im,1,16,q,p
20210630_1430,aqcsvorl,1,17,q,q
20210630_1430,zi6i2c9u,1,4,q,p
20210630_1430,b0370bjl,2,20,p,p
20210630_1430,sjgtn9qk,2,9,q,q
20210630_1430,fxky1ye6,2,6,p,q
20210630_1430,hokl19im,2,9,p,q
20210630_1430,aqcsvorl,2,1,p,p
20210630_1430,zi6i2c9u,2,10,p,q
20210630_1430,b0370bjl,3,8,p,p
20210630_1430,sjgtn9qk,3,1,p,q
20210630_1430,fxky1ye6,3,5,q,p
20210630_1430,hokl19im,3,23,p,q
20210630_1430,aqcsvorl,3,8,p,q
20210630_1430,zi6i2c9u,3,16,q,q
20210630_1430,b0370bjl,4,18,p,p
20210630_1430,sjgtn9qk,4,14,q,q
20210630_1430,fxky1ye6,4,13,q,q
20210630_1430,hokl19im,4,6,p,q
20210630_1430,aqcsvorl,4,9,q,p
20210630_1430,zi6i2c9u,4,17,q,q
20210630_1430,b0370bjl,5,3,p,p
20210630_1430,sjgtn9qk,5,6,q,q
20210630_1430,fxky1ye6,5,7,p,p
20210630_1430,hokl19im,5,19,p,q
20210630_1430,aqcsvorl,5,2,q,p
20210630_1430,zi6i2c9u,5,13,q,q
20210630_1430,b0370bjl,6,14,p,p
20210630_1430,sjgtn9qk,6,15,p,p
20210630_1430,fxky1ye6,6,20,p,p
20210630_1430,hokl19im,6,21,q,q
20210630_1430,aqcsvorl,6,14,p,q
20210630_1430,zi6i2c9u,6,9,q,q
20210630_1430,b0370bjl,7,24,p,p
20210630_1430,sjgtn9qk,7,13,p,q
20210630_1430,fxky1ye6,7,1,q,q
20210630_1430,hokl19im,7,1,p,p
20210630_1430,aqcsvorl,7,20,q,p
20210630_1430,zi6i2c9u,7,14,p,p
20210630_1430,b0370bjl,8,19,q,p
20210630_1430,sjgtn9qk,8,20,q,p
20210630_1430,fxky1ye6,8,12,p,p
20210630_1430,hokl19im,8,13,q,q
20210630_1430,aqcsvorl,8,6,p,q
20210630_1430,zi6i2c9u,8,24,p,p
20210630_1430,b0370bjl,9,6,p,q
20210630_1430,sjgtn9qk,9,17,q,q
20210630_1430,fxky1ye6,9,9,p,q
20210630_1430,hokl19im,9,2,p,q
20210630_1430,aqcsvorl,9,15,p,p
20210630_1430,zi6i2c9u,9,23,q,q
20210630_1430,b0370bjl,10,5,p,p
20210630_1430,sjgtn9qk,10,24,p,q
20210630_1430,fxky1ye6,10,14,p,p
20210630_1430,hokl19im,10,18,q,p
20210630_1430,aqcsvorl,10,16,p,p
20210630_1430,zi6i2c9u,10,1,p,q
20210630_1430,b0370bjl,11,7,q,p
20210630_1430,sjgtn9qk,11,3,q,q
20210630_1430,fxky1ye6,11,17,p,q
20210630_1430,hokl19im,11,4,q,q
20210630_1430,aqcsvorl,11,5,p,p
20210630_1430,zi6i2c9u,11,18,p,p
20210630_1430,b0370bjl,12,25,p,p
20210630_1430,sjgtn9qk,12,2,p,q
20210630_1430,fxky1ye6,12,10,p,q
20210630_1430,hokl19im,12,5,p,q
20210630_1430,aqcsvorl,12,13,q,p
20210630_1430,zi6i2c9u,12,12,p,q
20210630_1430,b0370bjl,13,12,p,q
20210630_1430,sjgtn9qk,13,8,p,q
20210630_1430,fxky1ye6,13,4,q,p
20210630_1430,hokl19im,13,20,q,q
20210630_1430,aqcsvorl,13,12,q,p
20210630_1430,zi6i2c9u,13,2,q,q
20210630_1430,b0370bjl,14,4,p,p
20210630_1430,sjgtn9qk,14,11,p,q
20210630_1430,fxky1ye6,14,25,q,p
20210630_1430,hokl19im,14,11,q,q
20210630_1430,aqcsvorl,14,7,p,p
20210630_1430,zi6i2c9u,14,7,p,q
20210630_1430,b0370bjl,15,2,q,q
20210630_1430,sjgtn9qk,15,5,p,q
20210630_1430,fxky1ye6,15,3,q,q
20210630_1430,hokl19im,15,22,q,q
20210630_1430,aqcsvorl,15,10,p,p
20210630_1430,zi6i2c9u,15,8,p,p
20210630_1430,b0370bjl,16,9,p,q
20210630_1430,sjgtn9qk,16,7,p,q
20210630_1430,fxky1ye6,16,8,p,q
20210630_1430,hokl19im,16,17,p,q
20210630_1430,aqcsvorl,16,23,q,p
20210630_1430,zi6i2c9u,16,19,q,p
20210630_1430,b0370bjl,17,10,p,q
20210630_1430,sjgtn9qk,17,22,p,q
20210630_1430,fxky1ye6,17,21,p,q
20210630_1430,hokl19im,17,8,q,p
20210630_1430,aqcsvorl,17,21,q,p
20210630_1430,zi6i2c9u,17,20,q,p
20210630_1430,b0370bjl,18,17,p,q
20210630_1430,sjgtn9qk,18,21,q,q
20210630_1430,fxky1ye6,18,19,p,p
20210630_1430,hokl19im,18,12,q,q
20210630_1430,aqcsvorl,18,24,q,p
20210630_1430,zi6i2c9u,18,6,q,q
20210630_1430,b0370bjl,19,21,q,q
20210630_1430,sjgtn9qk,19,16,q,q
20210630_1430,fxky1ye6,19,22,p,q
20210630_1430,hokl19im,19,25,p,p
20210630_1430,aqcsvorl,19,19,p,q
20210630_1430,zi6i2c9u,19,11,q,q
20210630_1430,b0370bjl,20,16,p,p
20210630_1430,sjgtn9qk,20,23,q,q
20210630_1430,fxky1ye6,20,15,p,p
20210630_1430,hokl19im,20,10,p,q
20210630_1430,aqcsvorl,20,22,q,q
20210630_1430,zi6i2c9u,20,15,p,p
20210630_1430,b0370bjl,21,11,q,q
20210630_1430,sjgtn9qk,21,4,p,q
20210630_1430,fxky1ye6,21,16,q,p
20210630_1430,hokl19im,21,3,q,q
20210630_1430,aqcsvorl,21,25,q,p
20210630_1430,zi6i2c9u,21,21,q,q
20210630_1430,b0370bjl,22,13,q,q
20210630_1430,sjgtn9qk,22,18,p,q
20210630_1430,fxky1ye6,22,24,p,p
20210630_1430,hokl19im,22,14,q,p
20210630_1430,aqcsvorl,22,18,q,q
20210630_1430,zi6i2c9u,22,5,q,p
20210630_1430,b0370bjl,23,23,p,p
20210630_1430,sjgtn9qk,23,10,p,q
20210630_1430,fxky1ye6,23,18,p,q
20210630_1430,hokl19im,23,15,p,p
20210630_1430,aqcsvorl,23,11,p,p
20210630_1430,zi6i2c9u,23,25,p,p
20210630_1430,b0370bjl,24,15,p,q
20210630_1430,sjgtn9qk,24,19,p,q
20210630_1430,fxky1ye6,24,23,q,q
20210630_1430,hokl19im,24,7,q,p
20210630_1430,aqcsvorl,24,3,p,q
20210630_1430,zi6i2c9u,24,22,p,q
20210630_1430,b0370bjl,25,1,q,q
20210630_1430,sjgtn9qk,25,25,q,q
20210630_1430,fxky1ye6,25,2,q,q
20210630_1430,hokl19im,25,24,q,p
20210630_1430,aqcsvorl,25,4,q,p
20210630_1430,zi6i2c9u,25,3,p,q
20210701_1000,n594ys0i,1,12,q,p
20210701_1000,hby5m5ik,1,16,q,p
20210701_1000,45o6pk7j,1,13,p,q
20210701_1000,wu86use2,1,2,p,p
20210701_1000,n594ys0i,2,24,q,p
20210701_1000,hby5m5ik,2,21,q,q
20210701_1000,45o6pk7j,2,21,p,q
20210701_1000,wu86use2,2,11,p,p
20210701_1000,n594ys0i,3,13,q,q
20210701_1000,hby5m5ik,3,14,q,p
20210701_1000,45o6pk7j,3,25,q,p
20210701_1000,wu86use2,3,7,q,p
20210701_1000,n594ys0i,4,18,p,q
20210701_1000,hby5m5ik,4,7,p,p
20210701_1000,45o6pk7j,4,4,q,q
20210701_1000,wu86use2,4,4,q,p
20210701_1000,n594ys0i,5,25,q,p
20210701_1000,hby5m5ik,5,4,q,q
20210701_1000,45o6pk7j,5,8,p,p
20210701_1000,wu86use2,5,8,q,q
20210701_1000,n594ys0i,6,22,q,q
20210701_1000,hby5m5ik,6,12,q,q
20210701_1000,45o6pk7j,6,19,p,p
20210701_1000,wu86use2,6,15,p,p
20210701_1000,n594ys0i,7,6,p,q
20210701_1000,hby5m5ik,7,10,p,q
20210701_1000,45o6pk7j,7,11,q,q
20210701_1000,wu86use2,7,18,p,p
20210701_1000,n594ys0i,8,3,q,q
20210701_1000,hby5m5ik,8,24,q,p
20210701_1000,45o6pk7j,8,24,p,q
20210701_1000,wu86use2,8,21,q,q
20210701_1000,n594ys0i,9,21,q,q
20210701_1000,hby5m5ik,9,19,q,q
20210701_1000,45o6pk7j,9,6,q,q
20210701_1000,wu86use2,9,10,q,q
20210701_1000,n594ys0i,10,16,p,p
20210701_1000,hby5m5ik,10,9,p,q
20210701_1000,45o6pk7j,10,14,p,q
20210701_1000,wu86use2,10,13,q,q
20210701_1000,n594ys0i,11,1,q,q
20210701_1000,hby5m5ik,11,13,q,p
20210701_1000,45o6pk7j,11,22,p,q
20210701_1000,wu86use2,11,23,q,p
20210701_1000,n594ys0i,12,8,q,p
20210701_1000,hby5m5ik,12,15,p,p
20210701_1000,45o6pk7j,12,23,q,q
20210701_1000,wu86use2,12,5,p,q
20210701_1000,n594ys0i,13,9,p,q
20210701_1000,hby5m5ik,13,23,p,q
20210701_1000,45o6pk7j,13,16,p,q
20210701_1000,wu86use2,13,14,p,q
20210701_1000,n594ys0i,14,14,p,p
20210701_1000,hby5m5ik,14,1,q,q
20210701_1000,45o6pk7j,14,2,q,q
20210701_1000,wu86use2,14,22,p,q
20210701_1000,n594ys0i,15,10,p,q
20210701_1000,hby5m5ik,15,11,q,p
20210701_1000,45o6pk7j,15,7,p,q
20210701_1000,wu86use2,15,16,q,q
20210701_1000,n594ys0i,16,23,q,p
20210701_1000,hby5m5ik,16,5,q,q
20210701_1000,45o6pk7j,16,9,p,q
20210701_1000,wu86use2,16,25,p,q
20210701_1000,n594ys0i,17,7,p,p
20210701_1000,hby5m5ik,17,8,p,q
20210701_1000,45o6pk7j,17,3,p,q
20210701_1000,wu86use2,17,6,q,p
