participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.menu_number,player.displayed_first,player.lotterychoice,player.roll,player.payoff,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
5,tw6ofzo6,,0,61,61,endpage,EarningsPage,2021-10-11 09:13:12.317812+00:00,1,,,25.00,5,10,q,0,50,0.00,1,25,sx6fgj9f,20211011_1000,,,,0
6,rz20kdvj,,0,61,61,endpage,EarningsPage,2021-10-11 09:14:25.949537+00:00,1,,,27.00,6,22,q,0,96,0.00,1,25,sx6fgj9f,20211011_1000,,,,0
7,gz2c6vox,,0,61,61,endpage,EarningsPage,2021-10-11 09:13:28.630294+00:00,1,,,17.00,7,23,p,1,39,0.00,1,25,sx6fgj9f,20211011_1000,,,,0
8,86v1yyo4,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.699015+00:00,1,,,0.00,8,,,,,0.00,1,25,sx6fgj9f,20211011_1000,,,,0
9,l7ug7tze,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.849576+00:00,1,,,0.00,9,,,,,0.00,1,25,sx6fgj9f,20211011_1000,,,,0
10,s2ooxzx9,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.915517+00:00,1,,,0.00,10,,,,,0.00,1,25,sx6fgj9f,20211011_1000,,,,0
11,26jj6z5e,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:06.992887+00:00,1,,,0.00,11,,,,,0.00,1,25,sx6fgj9f,20211011_1000,,,,0
12,w1t9pfzc,,0,16,61,decisions,DecisionPage,2021-10-11 09:16:07.048503+00:00,1,,,0.00,12,,,,,0.00,1,25,sx6fgj9f,20211011_1000,,,,0
1,fkt0idrw,,0,61,61,endpage,EarningsPage,2021-10-11 11:20:37.088920+00:00,1,,,5.00,1,15,p,1,5,0.00,1,1,baxe0zuf,20211011_1200,,,,0
2,4nfjsw26,,0,61,61,endpage,EarningsPage,2021-10-11 11:20:46.812635+00:00,1,,,6.00,2,8,p,1,61,0.00,1,1,baxe0zuf,20211011_1200,,,,0
3,8146ibpz,,0,61,61,endpage,EarningsPage,2021-10-11 11:21:04.949319+00:00,1,,,7.00,3,19,p,0,6,0.00,1,1,baxe0zuf,20211011_1200,,,,0
4,oa9qe2uy,,0,61,61,endpage,EarningsPage,2021-10-11 11:21:06.573745+00:00,1,,,6.00,4,8,p,1,46,0.00,1,1,baxe0zuf,20211011_1200,,,,0
5,al37f6iv,,0,61,61,endpage,EarningsPage,2021-10-11 11:21:20.919150+00:00,1,,,25.00,5,22,q,0,59,0.00,1,1,baxe0zuf,20211011_1200,,,,0
6,x27fok07,,0,61,61,endpage,EarningsPage,2021-10-11 11:22:26.336181+00:00,1,,,7.00,6,15,p,0,58,0.00,1,1,baxe0zuf,20211011_1200,,,,0
7,sh2jndtq,,0,61,61,endpage,EarningsPage,2021-10-11 11:23:28.691355+00:00,1,,,7.00,7,3,q,0,62,0.00,1,1,baxe0zuf,20211011_1200,,,,0
8,mx2jjjo0,,0,61,61,endpage,EarningsPage,2021-10-11 11:21:47.951750+00:00,1,,,7.00,8,9,p,1,57,0.00,1,1,baxe0zuf,20211011_1200,,,,0
9,r58np4zf,,0,61,61,endpage,EarningsPage,2021-10-11 11:22:12.266316+00:00,1,,,17.00,9,22,p,1,24,0.00,1,1,baxe0zuf,20211011_1200,,,,0
10,suj4f23a,,0,61,61,endpage,EarningsPage,2021-10-11 11:22:13.393397+00:00,1,,,27.00,10,11,q,0,68,0.00,1,1,baxe0zuf,20211011_1200,,,,0
1,fkt0idrw,,0,61,61,endpage,EarningsPage,2021-10-11 11:20:37.088920+00:00,1,,,5.00,1,6,q,0,82,0.00,1,2,baxe0zuf,20211011_1200,,,,0
2,4nfjsw26,,0,61,61,endpage,EarningsPage,2021-10-11 11:20:46.812635+00:00,1,,,6.00,2,5,p,1,94,0.00,1,2,baxe0zuf,20211011_1200,,,,0
3,8146ibpz,,0,61,61,endpage,EarningsPage,2021-10-11 11:21:04.949319+00:00,1,,,7.00,3,12,p,1,93,0.00,1,2,baxe0zuf,20211011_1200,,,,0
4,oa9qe2uy,,0,61,61,endpage,EarningsPage,2021-10-11 11:21:06.573745+00:00,1,,,6.00,4,12,p,0,58,0.00,1,2,baxe0zuf,20211011_1200,,,,0
5,al37f6iv,,0,61,61,endpage,EarningsPage,2021-10-11 11:21:20.919150+00:00,1,,,25.00,5,2,p,0,90,0.00,1,2,baxe0zuf,20211011_1200,,,,0
6,x27fok07,,0,61,61,endpage,EarningsPage,2021-10-11 11:22:26.336181+00:00,1,,,7.00,6,20,p,0,5,0.00,1,2,baxe0zuf,20211011_1200,,,,0
7,sh2jndtq,,0,61,61,endpage,EarningsPage,2021-10-11 11:23:28.691355+00:00,1,,,7.00,7,9,q,0,64,0.00,1,2,baxe0zuf,20211011_1200,,,,0
8,mx2jjjo0,,0,61,61,endpage,EarningsPage,2021-10-11 11:21:47.951750+00:00,1,,,7.00,8,25,p,1,16,0.00,1,2,baxe0zuf,20211011_1200,,,,0
9,r58np4zf,,0,61,61,endpage,EarningsPage,2021-10-11 11:22:12.266316+00:00,1,,,17.00,9,25,q,1,54,0.00,1,2,baxe0zuf,20211011_1200,,,,0
10,suj4f23a,,0,61,61,endpage,EarningsPage,2021-10-11 11:22:13.393397+00:00,1,,,27.00,10,20,q,1,72,0.00,1,2,baxe0zuf,20211011_1200,,,,0
1,fkt0idrw,,0,61,61,endpage,EarningsPage,2021-10-11 11:20:37.088920+00:00,1,,,5.00,1,25,q,1,92,0.00,1,3,baxe0zuf,20211011_1200,,,,0
2,4nfjsw26,,0,61,61,endpage,EarningsPage,2021-10-11 11:20:46.812635+00:00,1,,,6.00,2,12,p,1,87,0.00,1,3,baxe0zuf,20211011_1200,,,,0
3,8146ibpz,,0,61,61,endpage,EarningsPage,2021-10-11 11:21:04.949319+00:00,1,,,7.00,3,11,q,0,21,0.00,1,3,baxe0zuf,20211011_1200,,,,0
4,oa9qe2uy,,0,61,61,endpage,EarningsPage,2021-10-11 11:21:06.573745+00:00,1,,,6.00,4,15,p,0,15,0.00,1,3,baxe0zuf,20211011_1200,,,,0
5,al37f6iv,,0,61,61,endpage,EarningsPage,2021-10-11 11:21:20.919150+00:00,1,,,25.00,5,23,q,0,81,0.00,1,3,baxe0zuf,20211011_1200,,,,0
6,x27fok07,,0,61,61,endpage,EarningsPage,2021-10-11 11:22:26.336181+00:00,1,,,7.00,6,16,q,1,68,0.00,1,3,baxe0zuf,20211011_1200,,,,0
7,sh2jndtq,,0,61,61,endpage,EarningsPage,2021-10-11 11:23:28.691355+00:00,1,,,7.00,7,13,q,1,45,0.00,1,3,baxe0zuf,20211011_1200,,,,0
8,mx2jjjo0,,0,61,61,endpage,EarningsPage,2021-10-11 11:21:47.951750+00:00,1,,,7.00,8,6,p,1,38,0.00,1,3,baxe0zuf,20211011_1200,,,,0
9,r58np4zf,,0,61,61,endpage,EarningsPage,2021-10-11 11:22:12.266316+00:00,1,,,17.00,9,19,q,1,54,0.00,1,3,baxe0zuf,20211011_1200,,,,0
10,suj4f23a,,0,61,61,endpage,EarningsPage,2021-10-11 11:22:13.393397+00:00,1,,,27.00,10,14,q,1,95,0.00,1,3,baxe0zuf,20211011_1200,,,,0
1,fkt0idrw,,0,61,61,endpage,EarningsPage,2021-10-11 11:20:37.088920+00:00,1,,,5.00,1,13,p,0,8,0.00,1,4,baxe0zuf,20211011_1200,,,,0
2,4nfjsw26,,0,61,61,endpage,EarningsPage,2021-10-11 11:20:46.812635+00:00,1,,,6.00,2,2,p,1,9,0.00,1,4,baxe0zuf,20211011_1200,,,,0
3,8146ibpz,,0,61,61,endpage,EarningsPage,2021-10-11 11:21:04.949319+00:00,1,,,7.00,3,16,p,1,20,0.00,1,4,baxe0zuf,20211011_1200,,,,0
4,oa9qe2uy,,0,61,61,endpage,EarningsPage,2021-10-11 11:21:06.573745+00:00,1,,,6.00,4,23,p,0,50,0.00,1,4,baxe0zuf,20211011_1200,,,,0
5,al37f6iv,,0,61,61,endpage,EarningsPage,2021-10-11 11:21:20.919150+00:00,1,,,25.00,5,25,p,1,8,0.00,1,4,baxe0zuf,20211011_1200,,,,0
6,x27fok07,,0,61,61,endpage,EarningsPage,2021-10-11 11:22:26.336181+00:00,1,,,7.00,6,3,p,1,66,0.00,1,4,baxe0zuf,20211011_1200,,,,0
7,sh2jndtq,,0,61,61,endpage,EarningsPage,2021-10-11 11:23:28.691355+00:00,1,,,7.00,7,24,q,1,51,0.00,1,4,baxe0zuf,20211011_1200,,,,0
8,mx2jjjo0,,0,61,61,endpage,EarningsPage,2021-10-11 11:21:47.951750+00:00,1,,,7.00,8,7,p,1,31,0.00,1,4,baxe0zuf,20211011_1200,,,,0
9,r58np4zf,,0,61,61,endpage,EarningsPage,2021-10-11 11:22:12.266316+00:00,1,,,17.00,9,15,q,0,86,0.00,1,4,baxe0zuf,20211011_1200,,,,0
10,suj4f23a,,0,61,61,endpage,EarningsPage,2021-10-11 11:22:13.393397+00:00,1,,,27.00,10,15,q,0,63,0.00,1,4,baxe0zuf,20211011_1200,,,,0
1,fkt0idrw,,0,61,61,endpage,EarningsPage,2021-10-11 11:20:37.088920+00:00,1,,,5.00,1,1,p,0,83,0.00,1,5,baxe0zuf,20211011_1200,,,,0
2,4nfjsw26,,0,61,61,endpage,EarningsPage,2021-10-11 11:20:46.812635+00:00,1,,,6.00,2,11,q,0,74,0.00,1,5,baxe0zuf,20211011_1200,,,,0
3,8146ibpz,,0,61,61,endpage,EarningsPage,2021-10-11 11:21:04.949319+00:00,1,,,7.00,3,8,p,0,97,0.00,1,5,baxe0zuf,20211011_1200,,,,0
4,oa9qe2uy,,0,61,61,endpage,EarningsPage,2021-10-11 11:21:06.573745+00:00,1,,,6.00,4,20,p,1,70,0.00,1,5,baxe0zuf,20211011_1200,,,,0
5,al37f6iv,,0,61,61,endpage,EarningsPage,2021-10-11 11:21:20.919150+00:00,1,,,25.00,5,14,q,0,67,0.00,1,5,baxe0zuf,20211011_1200,,,,0
6,x27fok07,,0,61,61,endpage,EarningsPage,2021-10-11 11:22:26.336181+00:00,1,,,7.00,6,12,q,0,19,0.00,1,5,baxe0zuf,20211011_1200,,,,0
7,sh2jndtq,,0,61,61,endpage,EarningsPage,2021-10-11 11:23:28.691355+00:00,1,,,7.00,7,15,p,0,7,0.00,1,5,baxe0zuf,20211011_1200,,,,0
8,mx2jjjo0,,0,61,61,endpage,EarningsPage,2021-10-11 11:21:47.951750+00:00,1,,,7.00,8,2,p,1,1,0.00,1,5,baxe0zuf,20211011_1200,,,,0
9,r58np4zf,,0,61,61,endpage,EarningsPage,2021-10-11 11:22:12.266316+00:00,1,,,17.00,9,2,p,1,61,0.00,1,5,baxe0zuf,20211011_1200,,,,0
10,suj4f23a,,0,61,61,endpage,EarningsPage,2021-10-11 11:22:13.393397+00:00,1,,,27.00,10,12,q,0,29,0.00,1,5,baxe0zuf,20211011_1200,,,,0
1,fkt0idrw,,0,61,61,endpage,EarningsPage,2021-10-11 11:20:37.088920+00:00,1,,,5.00,1,7,q,0,70,0.00,1,6,baxe0zuf,20211011_1200,,,,0
2,4nfjsw26,,0,61,61,endpage,EarningsPage,2021-10-11 11:20:46.812635+00:00,1,,,6.00,2,10,p,1,24,0.00,1,6,baxe0zuf,20211011_1200,,,,0
3,8146ibpz,,0,61,61,endpage,EarningsPage,2021-10-11 11:21:04.949319+00:00,1,,,7.00,3,21,q,0,32,0.00,1,6,baxe0zuf,20211011_1200,,,,0
4,oa9qe2uy,,0,61,61,endpage,EarningsPage,2021-10-11 11:21:06.573745+00:00,1,,,6.00,4,2,q,1,67,0.00,1,6,baxe0zuf,20211011_1200,,,,0
5,al37f6iv,,0,61,61,endpage,EarningsPage,2021-10-11 11:21:20.919150+00:00,1,,,25.00,5,15,p,1,77,0.00,1,6,baxe0zuf,20211011_1200,,,,0
6,x27fok07,,0,61,61,endpage,EarningsPage,2021-10-11 11:22:26.336181+00:00,1,,,7.00,6,21,p,1,89,0.00,1,6,baxe0zuf,20211011_1200,,,,0
7,sh2jndtq,,0,61,61,endpage,EarningsPage,2021-10-11 11:23:28.691355+00:00,1,,,7.00,7,23,q,0,48,0.00,1,6,baxe0zuf,20211011_1200,,,,0
8,mx2jjjo0,,0,61,61,endpage,EarningsPage,2021-10-11 11:21:47.951750+00:00,1,,,7.00,8,3,q,0,54,0.00,1,6,baxe0zuf,20211011_1200,,,,0
9,r58np4zf,,0,61,61,endpage,EarningsPage,2021-10-11 11:22:12.266316+00:00,1,,,17.00,9,8,p,1,91,0.00,1,6,baxe0zuf,20211011_1200,,,,0
10,suj4f23a,,0,61,61,endpage,EarningsPage,2021-10-11 11:22:13.393397+00:00,1,,,27.00,10,3,q,0,83,0.00,1,6,baxe0zuf,20211011_1200,,,,0
1,fkt0idrw,,0,61,61,endpage,EarningsPage,2021-10-11 11:20:37.088920+00:00,1,,,5.00,1,3,q,0,98,0.00,1,7,baxe0zuf,20211011_1200,,,,0
2,4nfjsw26,,0,61,61,endpage,EarningsPage,2021-10-11 11:20:46.812635+00:00,1,,,6.00,2,16,q,0,29,0.00,1,7,baxe0zuf,20211011_1200,,,,0
3,8146ibpz,,0,61,61,endpage,EarningsPage,2021-10-11 11:21:04.949319+00:00,1,,,7.00,3,2,q,0,24,0.00,1,7,baxe0zuf,20211011_1200,,,,0
4,oa9qe2uy,,0,61,61,endpage,EarningsPage,2021-10-11 11:21:06.573745+00:00,1,,,6.00,4,7,q,0,34,0.00,1,7,baxe0zuf,20211011_1200,,,,0
5,al37f6iv,,0,61,61,endpage,EarningsPage,2021-10-11 11:21:20.919150+00:00,1,,,25.00,5,16,p,1,68,0.00,1,7,baxe0zuf,20211011_1200,,,,0
6,x27fok07,,0,61,61,endpage,EarningsPage,2021-10-11 11:22:26.336181+00:00,1,,,7.00,6,7,q,0,6,0.00,1,7,baxe0zuf,20211011_1200,,,,0
7,sh2jndtq,,0,61,61,endpage,EarningsPage,2021-10-11 11:23:28.691355+00:00,1,,,7.00,7,16,q,0,28,0.00,1,7,baxe0zuf,20211011_1200,,,,0
8,mx2jjjo0,,0,61,61,endpage,EarningsPage,2021-10-11 11:21:47.951750+00:00,1,,,7.00,8,10,q,0,22,0.00,1,7,baxe0zuf,20211011_1200,,,,0
9,r58np4zf,,0,61,61,endpage,EarningsPage,2021-10-11 11:22:12.266316+00:00,1,,,17.00,9,16,q,0,60,0.00,1,7,baxe0zuf,20211011_1200,,,,0
10,suj4f23a,,0,61,61,endpage,EarningsPage,2021-10-11 11:22:13.393397+00:00,1,,,27.00,10,2,q,0,27,0.00,1,7,baxe0zuf,20211011_1200,,,,0
1,fkt0idrw,,0,61,61,endpage,EarningsPage,2021-10-11 11:20:37.088920+00:00,1,,,5.00,1,20,q,1,23,0.00,1,8,baxe0zuf,20211011_1200,,,,0
2,4nfjsw26,,0,61,61,endpage,EarningsPage,2021-10-11 11:20:46.812635+00:00,1,,,6.00,2,13,p,1,100,0.00,1,8,baxe0zuf,20211011_1200,,,,0
3,8146ibpz,,0,61,61,endpage,EarningsPage,2021-10-11 11:21:04.949319+00:00,1,,,7.00,3,23,q,0,22,0.00,1,8,baxe0zuf,20211011_1200,,,,0
4,oa9qe2uy,,0,61,61,endpage,EarningsPage,2021-10-11 11:21:06.573745+00:00,1,,,6.00,4,5,q,1,53,0.00,1,8,baxe0zuf,20211011_1200,,,,0
5,al37f6iv,,0,61,61,endpage,EarningsPage,2021-10-11 11:21:20.919150+00:00,1,,,25.00,5,4,q,0,6,0.00,1,8,baxe0zuf,20211011_1200,,,,0
6,x27fok07,,0,61,61,endpage,EarningsPage,2021-10-11 11:22:26.336181+00:00,1,,,7.00,6,5,q,0,26,0.00,1,8,baxe0zuf,20211011_1200,,,,0
7,sh2jndtq,,0,61,61,endpage,EarningsPage,2021-10-11 11:23:28.691355+00:00,1,,,7.00,7,6,p,0,54,0.00,1,8,baxe0zuf,20211011_1200,,,,0
8,mx2jjjo0,,0,61,61,endpage,EarningsPage,2021-10-11 11:21:47.951750+00:00,1,,,7.00,8,22,p,1,7,0.00,1,8,baxe0zuf,20211011_1200,,,,0
9,r58np4zf,,0,61,61,endpage,EarningsPage,2021-10-11 11:22:12.266316+00:00,1,,,17.00,9,11,q,0,17,0.00,1,8,baxe0zuf,20211011_1200,,,,0
10,suj4f23a,,0,61,61,endpage,EarningsPage,2021-10-11 11:22:13.393397+00:00,1,,,27.00,10,6,q,0,83,0.00,1,8,baxe0zuf,20211011_1200,,,,0
1,fkt0idrw,,0,61,61,endpage,EarningsPage,2021-10-11 11:20:37.088920+00:00,1,,,5.00,1,19,q,1,95,0.00,1,9,baxe0zuf,20211011_1200,,,,0
2,4nfjsw26,,0,61,61,endpage,EarningsPage,2021-10-11 11:20:46.812635+00:00,1,,,6.00,2,20,p,0,99,0.00,1,9,baxe0zuf,20211011_1200,,,,0
3,8146ibpz,,0,61,61,endpage,EarningsPage,2021-10-11 11:21:04.949319+00:00,1,,,7.00,3,9,q,0,22,0.00,1,9,baxe0zuf,20211011_1200,,,,0
4,oa9qe2uy,,0,61,61,endpage,EarningsPage,2021-10-11 11:21:06.573745+00:00,1,,,6.00,4,18,q,0,15,0.00,1,9,baxe0zuf,20211011_1200,,,,0
5,al37f6iv,,0,61,61,endpage,EarningsPage,2021-10-11 11:21:20.919150+00:00,1,,,25.00,5,20,q,1,46,0.00,1,9,baxe0zuf,20211011_1200,,,,0
6,x27fok07,,0,61,61,endpage,EarningsPage,2021-10-11 11:22:26.336181+00:00,1,,,7.00,6,2,p,1,19,0.00,1,9,baxe0zuf,20211011_1200,,,,0
7,sh2jndtq,,0,61,61,endpage,EarningsPage,2021-10-11 11:23:28.691355+00:00,1,,,7.00,7,12,p,0,63,0.00,1,9,baxe0zuf,20211011_1200,,,,0
8,mx2jjjo0,,0,61,61,endpage,EarningsPage,2021-10-11 11:21:47.951750+00:00,1,,,7.00,8,13,p,1,13,0.00,1,9,baxe0zuf,20211011_1200,,,,0
9,r58np4zf,,0,61,61,endpage,EarningsPage,2021-10-11 11:22:12.266316+00:00,1,,,17.00,9,9,q,0,23,0.00,1,9,baxe0zuf,20211011_1200,,,,0
10,suj4f23a,,0,61,61,endpage,EarningsPage,2021-10-11 11:22:13.393397+00:00,1,,,27.00,10,23,p,1,79,0.00,1,9,baxe0zuf,20211011_1200,,,,0
1,fkt0idrw,,0,61,61,endpage,EarningsPage,2021-10-11 11:20:37.088920+00:00,1,,,5.00,1,22,q,0,34,0.00,1,10,baxe0zuf,20211011_1200,,,,0
2,4nfjsw26,,0,61,61,endpage,EarningsPage,2021-10-11 11:20:46.812635+00:00,1,,,6.00,2,6,p,1,26,0.00,1,10,baxe0zuf,20211011_1200,,,,0
3,8146ibpz,,0,61,61,endpage,EarningsPage,2021-10-11 11:21:04.949319+00:00,1,,,7.00,3,6,p,1,67,0.00,1,10,baxe0zuf,20211011_1200,,,,0
4,oa9qe2uy,,0,61,61,endpage,EarningsPage,2021-10-11 11:21:06.573745+00:00,1,,,6.00,4,19,p,0,87,0.00,1,10,baxe0zuf,20211011_1200,,,,0
5,al37f6iv,,0,61,61,endpage,EarningsPage,2021-10-11 11:21:20.919150+00:00,1,,,25.00,5,5,p,1,52,0.00,1,10,baxe0zuf,20211011_1200,,,,0
6,x27fok07,,0,61,61,endpage,EarningsPage,2021-10-11 11:22:26.336181+00:00,1,,,7.00,6,6,q,0,37,0.00,1,10,baxe0zuf,20211011_1200,,,,0
7,sh2jndtq,,0,61,61,endpage,EarningsPage,2021-10-11 11:23:28.691355+00:00,1,,,7.00,7,8,q,1,59,0.00,1,10,baxe0zuf,20211011_1200,,,,0
8,mx2jjjo0,,0,61,61,endpage,EarningsPage,2021-10-11 11:21:47.951750+00:00,1,,,7.00,8,20,q,1,39,0.00,1,10,baxe0zuf,20211011_1200,,,,0
9,r58np4zf,,0,61,61,endpage,EarningsPage,2021-10-11 11:22:12.266316+00:00,1,,,17.00,9,6,q,0,13,0.00,1,10,baxe0zuf,20211011_1200,,,,0
10,suj4f23a,,0,61,61,endpage,EarningsPage,2021-10-11 11:22:13.393397+00:00,1,,,27.00,10,19,q,1,13,0.00,1,10,baxe0zuf,20211011_1200,,,,0
1,fkt0idrw,,0,61,61,endpage,EarningsPage,2021-10-11 11:20:37.088920+00:00,1,,,5.00,1,11,q,0,42,0.00,1,11,baxe0zuf,20211011_1200,,,,0
2,4nfjsw26,,0,61,61,endpage,EarningsPage,2021-10-11 11:20:46.812635+00:00,1,,,6.00,2,25,q,0,60,0.00,1,11,baxe0zuf,20211011_1200,,,,0
3,8146ibpz,,0,61,61,endpage,EarningsPage,2021-10-11 11:21:04.949319+00:00,1,,,7.00,3,13,p,1,83,0.00,1,11,baxe0zuf,20211011_1200,,,,0
4,oa9qe2uy,,0,61,61,endpage,EarningsPage,2021-10-11 11:21:06.573745+00:00,1,,,6.00,4,25,p,0,88,0.00,1,11,baxe0zuf,20211011_1200,,,,0
5,al37f6iv,,0,61,61,endpage,EarningsPage,2021-10-11 11:21:20.919150+00:00,1,,,25.00,5,6,q,0,40,0.00,1,11,baxe0zuf,20211011_1200,,,,0
6,x27fok07,,0,61,61,endpage,EarningsPage,2021-10-11 11:22:26.336181+00:00,1,,,7.00,6,13,q,0,28,0.00,1,11,baxe0zuf,20211011_1200,,,,0
7,sh2jndtq,,0,61,61,endpage,EarningsPage,2021-10-11 11:23:28.691355+00:00,1,,,7.00,7,25,q,1,15,0.00,1,11,baxe0zuf,20211011_1200,,,,0
8,mx2jjjo0,,0,61,61,endpage,EarningsPage,2021-10-11 11:21:47.951750+00:00,1,,,7.00,8,8,q,0,55,0.00,1,11,baxe0zuf,20211011_1200,,,,0
9,r58np4zf,,0,61,61,endpage,EarningsPage,2021-10-11 11:22:12.266316+00:00,1,,,17.00,9,1,p,1,59,0.00,1,11,baxe0zuf,20211011_1200,,,,0
10,suj4f23a,,0,61,61,endpage,EarningsPage,2021-10-11 11:22:13.393397+00:00,1,,,27.00,10,17,q,1,5,0.00,1,11,baxe0zuf,20211011_1200,,,,0
1,fkt0idrw,,0,61,61,endpage,EarningsPage,2021-10-11 11:20:37.088920+00:00,1,,,5.00,1,16,q,1,54,0.00,1,12,baxe0zuf,20211011_1200,,,,0
2,4nfjsw26,,0,61,61,endpage,EarningsPage,2021-10-11 11:20:46.812635+00:00,1,,,6.00,2,15,p,1,51,0.00,1,12,baxe0zuf,20211011_1200,,,,0
3,8146ibpz,,0,61,61,endpage,EarningsPage,2021-10-11 11:21:04.949319+00:00,1,,,7.00,3,24,p,1,94,0.00,1,12,baxe0zuf,20211011_1200,,,,0
4,oa9qe2uy,,0,61,61,endpage,EarningsPage,2021-10-11 11:21:06.573745+00:00,1,,,6.00,4,9,q,1,2,0.00,1,12,baxe0zuf,20211011_1200,,,,0
5,al37f6iv,,0,61,61,endpage,EarningsPage,2021-10-11 11:21:20.919150+00:00,1,,,25.00,5,12,q,0,47,0.00,1,12,baxe0zuf,20211011_1200,,,,0
6,x27fok07,,0,61,61,endpage,EarningsPage,2021-10-11 11:22:26.336181+00:00,1,,,7.00,6,17,q,0,9,0.00,1,12,baxe0zuf,20211011_1200,,,,0
7,sh2jndtq,,0,61,61,endpage,EarningsPage,2021-10-11 11:23:28.691355+00:00,1,,,7.00,7,14,q,1,95,0.00,1,12,baxe0zuf,20211011_1200,,,,0
8,mx2jjjo0,,0,61,61,endpage,EarningsPage,2021-10-11 11:21:47.951750+00:00,1,,,7.00,8,18,q,0,42,0.00,1,12,baxe0zuf,20211011_1200,,,,0
9,r58np4zf,,0,61,61,endpage,EarningsPage,2021-10-11 11:22:12.266316+00:00,1,,,17.00,9,24,p,1,16,0.00,1,12,baxe0zuf,20211011_1200,,,,0
10,suj4f23a,,0,61,61,endpage,EarningsPage,2021-10-11 11:22:13.393397+00:00,1,,,27.00,10,7,q,0,14,0.00,1,12,baxe0zuf,20211011_1200,,,,0
1,fkt0idrw,,0,61,61,endpage,EarningsPage,2021-10-11 11:20:37.088920+00:00,1,,,5.00,1,9,q,0,25,0.00,1,13,baxe0zuf,20211011_1200,,,,0
2,4nfjsw26,,0,61,61,endpage,EarningsPage,2021-10-11 11:20:46.812635+00:00,1,,,6.00,2,3,q,0,100,0.00,1,13,baxe0zuf,20211011_1200,,,,0
3,8146ibpz,,0,61,61,endpage,EarningsPage,2021-10-11 11:21:04.949319+00:00,1,,,7.00,3,4,q,0,58,0.00,1,13,baxe0zuf,20211011_1200,,,,0
4,oa9qe2uy,,0,61,61,endpage,EarningsPage,2021-10-11 11:21:06.573745+00:00,1,,,6.00,4,1,p,0,64,0.00,1,13,baxe0zuf,20211011_1200,,,,0
5,al37f6iv,,0,61,61,endpage,EarningsPage,2021-10-11 11:21:20.919150+00:00,1,,,25.00,5,8,q,0,79,0.00,1,13,baxe0zuf,20211011_1200,,,,0
6,x27fok07,,0,61,61,endpage,EarningsPage,2021-10-11 11:22:26.336181+00:00,1,,,7.00,6,18,q,1,9,0.00,1,13,baxe0zuf,20211011_1200,,,,0
7,sh2jndtq,,0,61,61,endpage,EarningsPage,2021-10-11 11:23:28.691355+00:00,1,,,7.00,7,2,p,1,99,0.00,1,13,baxe0zuf,20211011_1200,,,,0
8,mx2jjjo0,,0,61,61,endpage,EarningsPage,2021-10-11 11:21:47.951750+00:00,1,,,7.00,8,4,q,0,81,0.00,1,13,baxe0zuf,20211011_1200,,,,0
9,r58np4zf,,0,61,61,endpage,EarningsPage,2021-10-11 11:22:12.266316+00:00,1,,,17.00,9,21,p,1,89,0.00,1,13,baxe0zuf,20211011_1200,,,,0
10,suj4f23a,,0,61,61,endpage,EarningsPage,2021-10-11 11:22:13.393397+00:00,1,,,27.00,10,22,q,0,48,0.00,1,13,baxe0zuf,20211011_1200,,,,0
1,fkt0idrw,,0,61,61,endpage,EarningsPage,2021-10-11 11:20:37.088920+00:00,1,,,5.00,1,4,q,0,59,0.00,1,14,baxe0zuf,20211011_1200,,,,0
2,4nfjsw26,,0,61,61,endpage,EarningsPage,2021-10-11 11:20:46.812635+00:00,1,,,6.00,2,19,p,0,54,0.00,1,14,baxe0zuf,20211011_1200,,,,0
3,8146ibpz,,0,61,61,endpage,EarningsPage,2021-10-11 11:21:04.949319+00:00,1,,,7.00,3,20,q,1,17,0.00,1,14,baxe0zuf,20211011_1200,,,,0
4,oa9qe2uy,,0,61,61,endpage,EarningsPage,2021-10-11 11:21:06.573745+00:00,1,,,6.00,4,13,p,0,18,0.00,1,14,baxe0zuf,20211011_1200,,,,0
5,al37f6iv,,0,61,61,endpage,EarningsPage,2021-10-11 11:21:20.919150+00:00,1,,,25.00,5,13,q,0,38,0.00,1,14,baxe0zuf,20211011_1200,,,,0
6,x27fok07,,0,61,61,endpage,EarningsPage,2021-10-11 11:22:26.336181+00:00,1,,,7.00,6,25,q,0,32,0.00,1,14,baxe0zuf,20211011_1200,,,,0
7,sh2jndtq,,0,61,61,endpage,EarningsPage,2021-10-11 11:23:28.691355+00:00,1,,,7.00,7,20,p,0,49,0.00,1,14,baxe0zuf,20211011_1200,,,,0
8,mx2jjjo0,,0,61,61,endpage,EarningsPage,2021-10-11 11:21:47.951750+00:00,1,,,7.00,8,21,p,1,23,0.00,1,14,baxe0zuf,20211011_1200,,,,0
9,r58np4zf,,0,61,61,endpage,EarningsPage,2021-10-11 11:22:12.266316+00:00,1,,,17.00,9,13,p,1,25,0.00,1,14,baxe0zuf,20211011_1200,,,,0
